48159756 [tio-75] INFO  c.m.b.s.c.BlockClientAioListener - 连接关闭：server地址为-192.168.1.103:6789
48166713 [tio-group-195] INFO  c.m.b.s.s.BlockServerAioListener - onAfterSent channelContext:192.168.1.103:59743, packet:{"blockSend":false,"body":"eyJhcHBJZCI6IndvbGYiLCJtZXNzYWdlSWQiOiI1NjgwM2ZkMS1iNTgxLTQ3OWEtOTAzOS0yMDM0MGIxYWNhODQiLCJwcmV2SGFzaCI6IjYyMjE2MGI3OTBlYjk1NzcyOTllMDk3YTNjNTBlMTUxYjg0OTQ2MTk2MGQ3ZmQ5M2I0OTZjNDhjMmRhMDI4MjYiLCJyZXNwb25zZU1zZ0lkIjoiMjA3OGQ1OWItYTkzZi00NDM1LWJjNGQtMzdhNDYxNzc0NTMyIiwidGltZSI6MTU1MjQzODQxMjgyM30=","byteCount":0,"fromCluster":false,"id":440,"sslEncrypted":false,"synSeq":0,"type":-5}, isSentSuccess:true
48167197 [pool-2-thread-1] INFO  c.m.b.socket.client.ClientStarter - 本机IP：192.168.1.103
48167260 [pool-1-thread-1] INFO  c.m.b.s.h.s.TotalBlockInfoRequestHandler - 收到来自于<wolf>的<请求下一Block>消息，请求者的block hash为："622160b790eb9577299e097a3c50e151b849461960d7fd93b496c48c2da02826"
48167260 [pool-1-thread-2] INFO  c.m.b.s.h.c.TotalBlockInfoResponseHandler - 收到来自于<wolf>的回复，下一个Block hash为：null
48167260 [pool-1-thread-2] INFO  c.m.b.s.h.c.TotalBlockInfoResponseHandler - 和<wolf>相比，本地已是最新块了
48167260 [pool-1-thread-1] INFO  c.m.b.s.h.s.TotalBlockInfoRequestHandler - 回复给<wolf>，我的nextBlock是RpcNextBlockBody{hash='null', prevHash='622160b790eb9577299e097a3c50e151b849461960d7fd93b496c48c2da02826'}
48167260 [pool-1-thread-2] INFO  c.m.b.s.h.c.TotalBlockInfoResponseHandler - 收到来自于<wolf>的回复，下一个Block hash为：null
48167260 [pool-1-thread-1] INFO  c.m.b.s.h.s.TotalBlockInfoRequestHandler - 收到来自于<wolf>的<请求下一Block>消息，请求者的block hash为："622160b790eb9577299e097a3c50e151b849461960d7fd93b496c48c2da02826"
48167260 [pool-1-thread-2] INFO  c.m.b.s.h.c.TotalBlockInfoResponseHandler - 和<wolf>相比，本地已是最新块了
48167260 [pool-1-thread-1] INFO  c.m.b.s.h.s.TotalBlockInfoRequestHandler - 回复给<wolf>，我的nextBlock是RpcNextBlockBody{hash='null', prevHash='622160b790eb9577299e097a3c50e151b849461960d7fd93b496c48c2da02826'}
48167260 [pool-1-thread-2] INFO  c.m.b.s.h.c.TotalBlockInfoResponseHandler - 收到来自于<wolf>的回复，下一个Block hash为：null
48167260 [pool-1-thread-2] INFO  c.m.b.s.h.c.TotalBlockInfoResponseHandler - 和<wolf>相比，本地已是最新块了
48167260 [pool-1-thread-2] INFO  c.m.b.s.h.c.TotalBlockInfoResponseHandler - 收到来自于<wolf>的回复，下一个Block hash为：null
48167260 [pool-1-thread-2] INFO  c.m.b.s.h.c.TotalBlockInfoResponseHandler - 和<wolf>相比，本地已是最新块了
48167260 [pool-1-thread-2] INFO  c.m.b.s.h.c.TotalBlockInfoResponseHandler - 收到来自于<wolf>的回复，下一个Block hash为：null
48167260 [pool-1-thread-2] INFO  c.m.b.s.h.c.TotalBlockInfoResponseHandler - 和<wolf>相比，本地已是最新块了
48167261 [tio-group-198] INFO  c.m.b.s.s.BlockServerAioListener - onAfterSent channelContext:192.168.1.103:59743, packet:{"blockSend":false,"body":"eyJhcHBJZCI6IndvbGYiLCJtZXNzYWdlSWQiOiJlYTkxNDBlOC00OTNhLTQ1OWItOGQyNC0yYjczNWViZjViMzMiLCJwcmV2SGFzaCI6IjYyMjE2MGI3OTBlYjk1NzcyOTllMDk3YTNjNTBlMTUxYjg0OTQ2MTk2MGQ3ZmQ5M2I0OTZjNDhjMmRhMDI4MjYiLCJyZXNwb25zZU1zZ0lkIjoiNWYwNGM5ZDEtMjRlNi00NTIyLWIzMDYtM2RlMjFjMDg4MGRiIiwidGltZSI6MTU1MjQzODQxMzM3MX0=","byteCount":0,"fromCluster":false,"id":442,"sslEncrypted":false,"synSeq":0,"type":-5}, isSentSuccess:true
48167261 [pool-1-thread-2] INFO  c.m.b.s.h.c.TotalBlockInfoResponseHandler - 收到来自于<wolf>的回复，下一个Block hash为：null
48167261 [tio-group-200] INFO  c.m.b.s.s.BlockServerAioListener - onAfterSent channelContext:192.168.1.103:59743, packet:{"blockSend":false,"body":"eyJhcHBJZCI6IndvbGYiLCJtZXNzYWdlSWQiOiIwYTQ1OGE1ZC02M2ExLTQwZjUtYTI3MC0wZGE2NzZiY2NjMzQiLCJwcmV2SGFzaCI6IjYyMjE2MGI3OTBlYjk1NzcyOTllMDk3YTNjNTBlMTUxYjg0OTQ2MTk2MGQ3ZmQ5M2I0OTZjNDhjMmRhMDI4MjYiLCJyZXNwb25zZU1zZ0lkIjoiZGI1OGZkYTUtNmMwMS00OTNiLWE0NDYtZGRkY2Q3Y2EyZGY4IiwidGltZSI6MTU1MjQzODQxMzM3MX0=","byteCount":0,"fromCluster":false,"id":443,"sslEncrypted":false,"synSeq":0,"type":-5}, isSentSuccess:true
48167263 [pool-1-thread-2] INFO  c.m.b.s.h.c.TotalBlockInfoResponseHandler - 和<wolf>相比，本地已是最新块了
48167269 [pool-2-thread-1] INFO  c.m.b.socket.client.ClientStarter - 共有2个成员需要连接：[Member{appId='wolf', name='maida', ip='192.168.1.103'}, Member{appId='mingyi', name='mingyi', ip='192.168.1.107'}]
48167269 [pool-2-thread-1] INFO  c.m.b.socket.client.ClientStarter - ---------开始心跳包--------
48167269 [pool-2-thread-1] INFO  c.m.b.socket.client.ClientStarter - ---------开始心跳包--------
48167269 [pool-2-thread-1] INFO  c.m.b.socket.client.ClientStarter - ---------开始心跳包--------
48167270 [pool-2-thread-1] INFO  c.m.b.socket.client.ClientStarter - ---------开始心跳包--------
48167270 [tio-group-199] INFO  c.m.b.s.s.BlockServerAioListener - onAfterReceived channelContext:{}, packet:{}, packetSize:{}
48167270 [pool-2-thread-1] INFO  c.m.b.socket.client.ClientStarter - ---------开始心跳包--------
48167270 [pool-1-thread-1] INFO  c.m.b.s.h.s.TotalBlockInfoRequestHandler - 收到来自于<wolf>的<请求下一Block>消息，请求者的block hash为："622160b790eb9577299e097a3c50e151b849461960d7fd93b496c48c2da02826"
48167270 [pool-2-thread-1] INFO  c.m.b.socket.client.ClientStarter - ---------开始心跳包--------
48167270 [pool-1-thread-1] INFO  c.m.b.s.h.s.TotalBlockInfoRequestHandler - 回复给<wolf>，我的nextBlock是RpcNextBlockBody{hash='null', prevHash='622160b790eb9577299e097a3c50e151b849461960d7fd93b496c48c2da02826'}
48167270 [pool-2-thread-1] INFO  c.m.b.socket.client.ClientStarter - ---------开始心跳包--------
48167270 [pool-1-thread-2] INFO  c.m.b.s.h.c.TotalBlockInfoResponseHandler - 收到来自于<wolf>的回复，下一个Block hash为：null
48167270 [pool-1-thread-2] INFO  c.m.b.s.h.c.TotalBlockInfoResponseHandler - 和<wolf>相比，本地已是最新块了
48167270 [pool-2-thread-1] INFO  c.m.b.socket.client.ClientStarter - ---------开始心跳包--------
48167270 [tio-group-199] INFO  c.m.b.s.s.BlockServerAioListener - onAfterSent channelContext:192.168.1.103:59743, packet:{"blockSend":false,"body":"eyJhcHBJZCI6IndvbGYiLCJtZXNzYWdlSWQiOiI3NGJjOWRkYS01MzBjLTRkZTctOTRkMy1iYTEyZDA0NDg3NzciLCJwcmV2SGFzaCI6IjYyMjE2MGI3OTBlYjk1NzcyOTllMDk3YTNjNTBlMTUxYjg0OTQ2MTk2MGQ3ZmQ5M2I0OTZjNDhjMmRhMDI4MjYiLCJyZXNwb25zZU1zZ0lkIjoiY2ZmNGUyOTUtYTc0MC00NzJhLWI4OGQtYTI1OTdjMWFhZTdmIiwidGltZSI6MTU1MjQzODQxMzM4MX0=","byteCount":0,"fromCluster":false,"id":452,"sslEncrypted":false,"synSeq":0,"type":-5}, isSentSuccess:true
48167270 [pool-2-thread-1] INFO  c.m.b.socket.client.ClientStarter - ---------开始心跳包--------
48167271 [pool-2-thread-1] INFO  c.m.b.socket.client.ClientStarter - ---------开始心跳包--------
48167270 [tio-group-199] INFO  c.m.b.s.s.BlockServerAioListener - onAfterReceived channelContext:{}, packet:{}, packetSize:{}
48167271 [pool-1-thread-1] INFO  c.m.b.s.h.s.TotalBlockInfoRequestHandler - 收到来自于<wolf>的<请求下一Block>消息，请求者的block hash为："622160b790eb9577299e097a3c50e151b849461960d7fd93b496c48c2da02826"
48167271 [pool-1-thread-1] INFO  c.m.b.s.h.s.TotalBlockInfoRequestHandler - 回复给<wolf>，我的nextBlock是RpcNextBlockBody{hash='null', prevHash='622160b790eb9577299e097a3c50e151b849461960d7fd93b496c48c2da02826'}
48167271 [tio-group-199] INFO  c.m.b.s.s.BlockServerAioListener - onAfterReceived channelContext:{}, packet:{}, packetSize:{}
48167271 [pool-1-thread-1] INFO  c.m.b.s.h.s.TotalBlockInfoRequestHandler - 收到来自于<wolf>的<请求下一Block>消息，请求者的block hash为："622160b790eb9577299e097a3c50e151b849461960d7fd93b496c48c2da02826"
48167272 [pool-1-thread-2] INFO  c.m.b.s.h.c.TotalBlockInfoResponseHandler - 收到来自于<wolf>的回复，下一个Block hash为：null
48167279 [pool-1-thread-2] INFO  c.m.b.s.h.c.TotalBlockInfoResponseHandler - 和<wolf>相比，本地已是最新块了
48167279 [pool-1-thread-1] INFO  c.m.b.s.h.s.TotalBlockInfoRequestHandler - 回复给<wolf>，我的nextBlock是RpcNextBlockBody{hash='null', prevHash='622160b790eb9577299e097a3c50e151b849461960d7fd93b496c48c2da02826'}
48167279 [pool-1-thread-1] INFO  c.m.b.s.h.s.TotalBlockInfoRequestHandler - 收到来自于<wolf>的<请求下一Block>消息，请求者的block hash为："622160b790eb9577299e097a3c50e151b849461960d7fd93b496c48c2da02826"
48167279 [pool-1-thread-1] INFO  c.m.b.s.h.s.TotalBlockInfoRequestHandler - 回复给<wolf>，我的nextBlock是RpcNextBlockBody{hash='null', prevHash='622160b790eb9577299e097a3c50e151b849461960d7fd93b496c48c2da02826'}
48167279 [pool-1-thread-1] INFO  c.m.b.s.h.s.TotalBlockInfoRequestHandler - 收到来自于<wolf>的<请求下一Block>消息，请求者的block hash为："622160b790eb9577299e097a3c50e151b849461960d7fd93b496c48c2da02826"
48167272 [tio-group-204] INFO  c.m.b.s.s.BlockServerAioListener - onAfterReceived channelContext:{}, packet:{}, packetSize:{}
48167272 [tio-group-203] INFO  c.m.b.s.s.BlockServerAioListener - onAfterSent channelContext:192.168.1.103:59743, packet:{"blockSend":false,"body":"eyJhcHBJZCI6IndvbGYiLCJtZXNzYWdlSWQiOiIwMWNkYWQ4MS0yZjY4LTQwMmQtYTI3MC0zYjg5Yzg5ZjZiODEiLCJwcmV2SGFzaCI6IjYyMjE2MGI3OTBlYjk1NzcyOTllMDk3YTNjNTBlMTUxYjg0OTQ2MTk2MGQ3ZmQ5M2I0OTZjNDhjMmRhMDI4MjYiLCJyZXNwb25zZU1zZ0lkIjoiYWM0MzMxMDItYjk1Ny00YmFiLWFkZWMtZTU1ZGViOTFmYWNhIiwidGltZSI6MTU1MjQzODQxMzM4Mn0=","byteCount":0,"fromCluster":false,"id":460,"sslEncrypted":false,"synSeq":0,"type":-5}, isSentSuccess:true
48167279 [pool-1-thread-1] INFO  c.m.b.s.h.s.TotalBlockInfoRequestHandler - 回复给<wolf>，我的nextBlock是RpcNextBlockBody{hash='null', prevHash='622160b790eb9577299e097a3c50e151b849461960d7fd93b496c48c2da02826'}
48167280 [pool-1-thread-1] INFO  c.m.b.s.h.s.TotalBlockInfoRequestHandler - 收到来自于<wolf>的<请求下一Block>消息，请求者的block hash为："622160b790eb9577299e097a3c50e151b849461960d7fd93b496c48c2da02826"
48167280 [pool-1-thread-1] INFO  c.m.b.s.h.s.TotalBlockInfoRequestHandler - 回复给<wolf>，我的nextBlock是RpcNextBlockBody{hash='null', prevHash='622160b790eb9577299e097a3c50e151b849461960d7fd93b496c48c2da02826'}
48167280 [pool-1-thread-1] INFO  c.m.b.s.h.s.TotalBlockInfoRequestHandler - 收到来自于<wolf>的<请求下一Block>消息，请求者的block hash为："622160b790eb9577299e097a3c50e151b849461960d7fd93b496c48c2da02826"
48167280 [pool-1-thread-1] INFO  c.m.b.s.h.s.TotalBlockInfoRequestHandler - 回复给<wolf>，我的nextBlock是RpcNextBlockBody{hash='null', prevHash='622160b790eb9577299e097a3c50e151b849461960d7fd93b496c48c2da02826'}
48167280 [pool-1-thread-1] INFO  c.m.b.s.h.s.TotalBlockInfoRequestHandler - 收到来自于<wolf>的<请求下一Block>消息，请求者的block hash为："622160b790eb9577299e097a3c50e151b849461960d7fd93b496c48c2da02826"
48167280 [pool-1-thread-1] INFO  c.m.b.s.h.s.TotalBlockInfoRequestHandler - 回复给<wolf>，我的nextBlock是RpcNextBlockBody{hash='null', prevHash='622160b790eb9577299e097a3c50e151b849461960d7fd93b496c48c2da02826'}
48167280 [tio-group-203] INFO  c.m.b.s.s.BlockServerAioListener - onAfterReceived channelContext:{}, packet:{}, packetSize:{}
